Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.
1988,8,-0.042,,0.001,0.007,-0.004,
1988,9,-0.074,,0.002,0.007,-0.004,
1988,10,-0.059,,0.002,0.007,-0.004,
1988,11,-0.079,,0.002,0.008,-0.003,
1988,12,-0.070,,0.002,0.008,-0.003,
1989,1,-0.061,,0.003,0.008,-0.003,
1989,2,-0.074,,0.003,0.009,-0.003,
1989,3,-0.072,,0.003,0.009,-0.002,
1989,4,-0.092,,0.004,0.009,-0.002,
1989,5,-0.047,,0.004,0.009,-0.002,
1989,6,-0.030,,0.004,0.010,-0.002,
1989,7,-0.040,,0.004,0.010,-0.001,
1989,8,-0.005,,0.005,0.010,-0.001,
1989,9,-0.046,,0.005,0.011,-0.001,
1989,10,-0.059,,0.005,0.011,-0.000,
1989,11,-0.054,,0.005,0.011,-0.000,
1989,12,-0.107,,0.006,0.011,0.000,
1990,1,-0.077,,0.006,0.012,0.000,
1990,2,-0.052,,0.006,0.012,0.001,
1990,3,-0.118,,0.007,0.012,0.001,
1990,4,-0.098,,0.007,0.013,0.001,
1990,5,-0.005,,0.007,0.013,0.001,
1990,6,-0.033,,0.007,0.013,0.002,
1990,7,-0.031,,0.008,0.013,0.002,
1990,8,0.007,,0.008,0.014,0.002,
